timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,MACD,MACD_SIGNAL,MACD_HIST
2025-04-26 02:30:00+08:00,94802.20,95164.70,94766.40,94914.90,3907.934,2025-04-26 02:59:59.999000+08:00,371190327.97700,70701,2023.035,192148843.22360,0,447.1973862260638,509.52673575368436,-62.329349527620536
2025-04-26 03:00:00+08:00,94914.90,95261.90,94816.50,95008.60,3567.679,2025-04-26 03:29:59.999000+08:00,338999945.95500,61641,2048.794,194680839.63680,0,434.06508366399794,494.4344053357471,-60.36932167174916
2025-04-26 03:30:00+08:00,95008.50,95256.40,94913.30,95229.20,1909.938,2025-04-26 03:59:59.999000+08:00,181590337.35300,47088,1034.329,98337367.35490,0,436.42735278300825,482.8329948251993,-46.40564204219106
2025-04-26 04:00:00+08:00,95229.30,95284.50,94833.80,94906.70,2138.470,2025-04-26 04:29:59.999000+08:00,203246334.33620,37372,961.891,91413996.52800,0,407.5781066194759,467.7820171840546,-60.203910564578734
2025-04-26 04:30:00+08:00,94906.60,94977.20,94713.60,94812.30,1299.681,2025-04-26 04:59:59.999000+08:00,123264766.87660,28779,703.094,66684844.33220,0,372.8001718005253,448.7856481073487,-75.98547630682344
2025-04-26 05:00:00+08:00,94812.30,94986.80,94625.60,94647.60,1211.274,2025-04-26 05:29:59.999000+08:00,114836143.44550,22269,552.855,52428317.67410,0,328.16560552584997,424.661639591049,-96.49603406519901
2025-04-26 05:30:00+08:00,94647.70,94794.00,94402.00,94550.00,2172.074,2025-04-26 05:59:59.999000+08:00,205421416.49960,39908,981.081,92785694.10170,0,281.6699697775766,396.0633056283545,-114.39333585077787
2025-04-26 06:00:00+08:00,94550.00,94838.10,94528.30,94774.90,1159.839,2025-04-26 06:29:59.999000+08:00,109815141.07460,28858,760.987,72052858.41160,0,259.97259168674645,368.8451628400329,-108.87257115328646
2025-04-26 06:30:00+08:00,94774.90,94913.20,94774.80,94790.70,757.053,2025-04-26 06:59:59.999000+08:00,71809323.85120,16417,326.758,30993994.80220,0,241.27096963053918,343.3303241981342,-102.059354567595
2025-04-26 07:00:00+08:00,94790.70,94916.80,94571.50,94679.90,1099.850,2025-04-26 07:29:59.999000+08:00,104213706.43550,24617,438.087,41509549.84300,0,215.03042847961478,317.6703450544303,-102.63991657481552
2025-04-26 07:30:00+08:00,94680.00,94725.50,94557.00,94591.80,1777.900,2025-04-26 07:59:59.999000+08:00,168233821.83560,27412,945.614,89479431.19830,0,184.99319050119084,291.1349141437824,-106.14172364259156
2025-04-26 08:00:00+08:00,94591.80,94765.10,94574.30,94664.40,1336.040,2025-04-26 08:29:59.999000+08:00,126512522.41360,29454,714.202,67630839.33630,0,165.1430104269093,265.93653340040777,-100.79352297349845
2025-04-26 08:30:00+08:00,94664.40,94899.10,94500.50,94848.20,3178.601,2025-04-26 08:59:59.999000+08:00,301165067.14610,43479,1467.026,138986593.10280,0,162.3710116743896,245.22342905520412,-82.85241738081453
2025-04-26 09:00:00+08:00,94848.30,95053.20,94710.00,94963.50,2020.130,2025-04-26 09:29:59.999000+08:00,191739575.53250,36065,1051.870,99859272.29530,0,167.54655667826592,229.68805457981648,-62.141497901550565
2025-04-26 09:30:00+08:00,94963.50,95157.10,94937.50,94962.40,1710.417,2025-04-26 09:59:59.999000+08:00,162563942.89060,38718,812.823,77259299.31400,0,169.60435909806984,217.67131548346714,-48.066956385397305
2025-04-26 10:00:00+08:00,94962.30,94962.30,94647.30,94823.80,1345.128,2025-04-26 10:29:59.999000+08:00,127503591.89450,30285,595.452,56434952.20090,0,158.22737399567268,205.78252718590824,-47.55515319023556
2025-04-26 10:30:00+08:00,94823.90,95100.00,94782.10,94935.40,1642.864,2025-04-26 10:59:59.999000+08:00,156031505.98110,28779,1008.250,95771888.00050,0,156.4131848243269,195.90865871359196,-39.49547388926507
2025-04-26 11:00:00+08:00,94935.40,95009.60,94700.00,94742.70,1019.120,2025-04-26 11:29:59.999000+08:00,96643656.95500,26801,449.714,42645249.32540,0,137.83724533311033,184.29437603749562,-46.45713070438529
2025-04-26 11:30:00+08:00,94742.70,94745.00,94651.00,94685.00,839.502,2025-04-26 11:59:59.999000+08:00,79498721.52140,19494,379.011,35891097.35870,0,117.10980276495684,170.85746138298788,-53.74765861803104
2025-04-26 12:00:00+08:00,94685.00,94776.10,94559.40,94577.50,1146.374,2025-04-26 12:29:59.999000+08:00,108507131.76620,25344,474.097,44879021.99900,0,90.96027023703209,154.87802315379673,-63.91775291676464
2025-04-26 12:30:00+08:00,94577.40,94648.90,94466.00,94481.70,1373.553,2025-04-26 12:59:59.999000+08:00,129854302.50590,28649,621.302,58742653.58600,0,61.79399523383472,136.26121756980433,-74.46722233596961
2025-04-26 13:00:00+08:00,94481.70,94599.30,94274.00,94499.80,2366.120,2025-04-26 13:29:59.999000+08:00,223473257.41330,43050,1025.835,96919686.25140,0,39.6825946446188,116.94549298476723,-77.26289834014842
2025-04-26 13:30:00+08:00,94499.80,94658.50,94496.60,94571.00,1265.213,2025-04-26 13:59:59.999000+08:00,119663819.01010,27692,614.094,58083323.17780,0,27.586396523212898,99.07367369245637,-71.48727716924347
2025-04-26 14:00:00+08:00,94570.90,94655.50,94530.00,94553.20,758.287,2025-04-26 14:29:59.999000+08:00,71722215.19550,17882,363.033,34338330.97490,0,16.37500031387026,82.53393901673914,-66.15893870286888
2025-04-26 14:30:00+08:00,94553.20,94702.10,94553.20,94588.50,1234.833,2025-04-26 14:59:59.999000+08:00,116853306.64820,21866,621.388,58800867.31330,0,10.220487610669807,68.07124873552527,-57.85076112485547
2025-04-26 15:00:00+08:00,94588.50,94720.00,94588.40,94664.40,1118.109,2025-04-26 15:29:59.999000+08:00,105823159.45000,22820,564.871,53461079.20580,0,11.336804010017659,56.72435979042375,-45.38755578040609
2025-04-26 15:30:00+08:00,94664.50,94757.90,94520.00,94520.10,1504.103,2025-04-26 15:59:59.999000+08:00,142350815.42030,23242,513.779,48635904.15900,0,0.5711054168059491,45.49370891570019,-44.92260349889424
2025-04-26 16:00:00+08:00,94520.00,94680.00,94356.80,94592.70,1988.075,2025-04-26 16:29:59.999000+08:00,187925096.67190,35500,1032.004,97558672.75060,0,-2.0786140555574093,35.97924432144867,-38.05785837700608
2025-04-26 16:30:00+08:00,94592.70,94631.40,94214.50,94271.20,3610.391,2025-04-26 16:59:59.999000+08:00,340670046.37990,56293,1625.848,153428540.59780,0,-29.777640832413454,22.82786729067624,-52.60550812308969
2025-04-26 17:00:00+08:00,94271.10,94374.80,94159.60,94208.60,2354.007,2025-04-26 17:29:59.999000+08:00,221888749.43370,37807,1168.048,110107396.80840,0,-56.13354339738726,7.035585153063542,-63.1691285504508
2025-04-26 17:30:00+08:00,94208.60,94235.40,94070.00,94228.00,2224.632,2025-04-26 17:59:59.999000+08:00,209413304.36830,35295,1139.913,107307972.74710,0,-74.59547796085826,-9.29062746972082,-65.30485049113744
2025-04-26 18:00:00+08:00,94227.90,94329.00,94098.40,94240.40,1452.231,2025-04-26 18:29:59.999000+08:00,136848154.74810,27995,762.998,71908378.81770,0,-87.22069190135517,-24.876640356047687,-62.34405154530748
2025-04-26 18:30:00+08:00,94240.50,94357.30,94164.80,94167.40,1054.315,2025-04-26 18:59:59.999000+08:00,99388340.67520,22239,524.109,49408512.71000,0,-101.94163510941144,-40.28963930672044,-61.651995802691
2025-04-26 19:00:00+08:00,94167.30,94212.80,94088.60,94095.10,1623.715,2025-04-26 19:29:59.999000+08:00,152842528.53440,25715,744.067,70045413.27400,0,-118.08093095493678,-55.84789763636371,-62.233033318573064
2025-04-26 19:30:00+08:00,94095.10,94198.40,93947.50,94095.60,3560.691,2025-04-26 19:59:59.999000+08:00,334853608.14370,49106,1722.491,161996712.81780,0,-129.34014073754952,-70.54634625660087,-58.79379448094865
2025-04-26 20:00:00+08:00,94095.70,94275.90,94064.50,94250.00,1863.846,2025-04-26 20:29:59.999000+08:00,175553143.18450,33329,1057.602,99616935.73830,0,-124.37068810869823,-81.31121462702035,-43.059473481677884
2025-04-26 20:30:00+08:00,94250.10,94259.10,94076.60,94200.10,1063.672,2025-04-26 20:59:59.999000+08:00,100175651.77360,20398,526.470,49583506.63290,0,-123.04053931846283,-89.65707956530885,-33.383459753153986
2025-04-26 21:00:00+08:00,94200.00,94259.10,94025.00,94025.00,925.040,2025-04-26 21:29:59.999000+08:00,87090347.05370,21414,436.843,41131554.74810,0,-134.56431973274448,-98.63852759879597,-35.925792133948505
2025-04-26 21:30:00+08:00,94025.00,94114.40,93833.00,94107.40,3266.425,2025-04-26 21:59:59.999000+08:00,306943516.19400,53708,1679.414,157831526.73190,0,-135.48620672702964,-106.00806342444271,-29.47814330258693
2025-04-26 22:00:00+08:00,94107.30,94175.00,93877.80,94067.80,1607.055,2025-04-26 22:29:59.999000+08:00,151061537.19700,37286,804.360,75616110.26030,0,-137.823454865269,-112.37114171260797,-25.45231315266105
2025-04-26 22:30:00+08:00,94067.80,94232.00,94022.00,94200.00,1276.830,2025-04-26 22:59:59.999000+08:00,120217712.28120,27896,685.601,64548344.03490,0,-127.53812557339552,-115.40453848476548,-12.133587088630037
2025-04-26 23:00:00+08:00,94200.00,94348.70,94140.10,94336.50,1893.393,2025-04-26 23:29:59.999000+08:00,178485251.66650,35327,1088.252,102589290.33660,0,-107.1375043267908,-113.75113165317055,6.613627326379742
2025-04-26 23:30:00+08:00,94336.50,94360.00,94185.10,94325.00,986.430,2025-04-26 23:59:59.999000+08:00,93005866.53690,21007,482.993,45542479.76860,0,-90.85055030934745,-109.17101538440593,18.32046507505848
2025-04-27 00:00:00+08:00,94325.00,94325.00,94190.30,94289.70,1022.472,2025-04-27 00:29:59.999000+08:00,96372724.88110,17913,527.333,49706525.11920,0,-79.87073675938882,-103.31095965940251,23.440222900013694
2025-04-27 00:30:00+08:00,94289.80,94313.20,94000.00,94252.40,1579.548,2025-04-27 00:59:59.999000+08:00,148701161.36590,28978,730.053,68728449.12640,0,-73.33360948509653,-97.31548962454131,23.981880139444783
2025-04-27 01:00:00+08:00,94252.30,94332.20,94180.00,94279.90,765.002,2025-04-27 01:29:59.999000+08:00,72104259.24940,21251,428.999,40437906.92870,0,-65.18248572906305,-90.88888884544566,25.706403116382617
2025-04-27 01:30:00+08:00,94280.00,94329.20,94234.40,94278.80,501.859,2025-04-27 01:59:59.999000+08:00,47319327.90850,13617,277.734,26186489.62330,0,-58.141206595653784,-84.33935239548728,26.198145799833497
2025-04-27 02:00:00+08:00,94278.80,94332.60,94188.00,94291.70,741.357,2025-04-27 02:29:59.999000+08:00,69879404.81400,16525,411.787,38814633.39930,0,-50.9328972279327,-77.65806136197637,26.725164134043666
2025-04-27 02:30:00+08:00,94291.70,94312.50,94070.30,94107.40,854.460,2025-04-27 02:59:59.999000+08:00,80450062.47190,14558,373.421,35157440.62970,0,-59.406923823276884,-74.00783385423647,14.600910030959582
2025-04-27 03:00:00+08:00,94107.50,94179.70,94051.00,94178.10,642.303,2025-04-27 03:29:59.999000+08:00,60452163.65550,15073,310.415,29217047.08890,0,-59.72923042847833,-71.15211316908484,11.42288274060651
2025-04-27 03:30:00+08:00,94178.10,94290.00,94143.80,94261.00,539.129,2025-04-27 03:59:59.999000+08:00,50795262.70450,13614,362.328,34137261.36690,0,-52.687969444770715,-67.45928442422202,14.771314979451304
2025-04-27 04:00:00+08:00,94261.00,94349.80,94154.00,94194.10,801.151,2025-04-27 04:29:59.999000+08:00,75523919.15130,16403,413.353,38970730.21130,0,-51.90763141542266,-64.34895382246215,12.441322407039493
2025-04-27 04:30:00+08:00,94194.10,94219.80,94043.10,94043.10,1044.046,2025-04-27 04:59:59.999000+08:00,98302916.06360,14801,338.574,31876291.72540,0,-62.75029955293576,-64.02922296855687,1.278923415621108
2025-04-27 05:00:00+08:00,94043.10,94278.90,94043.10,94177.40,899.239,2025-04-27 05:29:59.999000+08:00,84694422.56850,16888,379.131,35704421.60120,0,-59.81677402474452,-63.186733179794395,3.3699591550498766
2025-04-27 05:30:00+08:00,94177.40,94311.70,94170.00,94311.60,609.598,2025-04-27 05:59:59.999000+08:00,57467384.86380,13569,361.853,34110597.06920,0,-46.131342069318634,-59.775654957699246,13.644312888380611
2025-04-27 06:00:00+08:00,94311.70,94664.10,94311.70,94587.00,3092.873,2025-04-27 06:29:59.999000+08:00,292280603.99770,51134,1774.144,167641265.86110,0,-12.914193476681248,-50.40336266149565,37.4891691848144
2025-04-27 06:30:00+08:00,94586.90,94753.00,94546.40,94733.70,1937.721,2025-04-27 06:59:59.999000+08:00,183451202.64810,31943,979.153,92702625.21870,0,24.960372440356878,-35.33061564112514,60.29098808148202
2025-04-27 07:00:00+08:00,94733.80,94850.20,94606.30,94687.60,2016.927,2025-04-27 07:29:59.999000+08:00,191064913.88400,31760,1081.853,102498448.81730,0,50.672236079743016,-18.130045296951508,68.80228137669452
2025-04-27 07:30:00+08:00,94687.60,94687.70,94505.30,94575.70,881.382,2025-04-27 07:59:59.999000+08:00,83348810.30470,18753,363.824,34403250.85630,0,61.31290148291737,-2.2414559409777315,63.5543574238951
2025-04-27 08:00:00+08:00,94575.70,94943.10,94524.10,94910.00,4066.400,2025-04-27 08:29:59.999000+08:00,385565796.47570,47424,2693.233,255407698.53290,0,95.6186888901575,17.330573025249315,78.28811586490818
2025-04-27 08:30:00+08:00,94910.00,94926.20,94772.10,94825.20,1662.648,2025-04-27 08:59:59.999000+08:00,157702361.92790,30248,742.039,70387756.63320,0,114.64209852386557,36.79287812497257,77.84922039889301
2025-04-27 09:00:00+08:00,94825.30,95280.50,94536.60,94671.40,8272.089,2025-04-27 09:29:59.999000+08:00,784839362.00860,111119,4669.369,443004975.83330,0,115.97107076081738,52.628516652141535,63.34255410867585
2025-04-27 09:30:00+08:00,94671.40,94709.20,94000.00,94072.10,6192.542,2025-04-27 09:59:59.999000+08:00,583811708.33160,93837,1965.866,185406980.92460,0,67.88327327398292,55.67946797650981,12.20380529747311
2025-04-27 10:00:00+08:00,94072.10,94418.20,94001.00,94287.70,2255.445,2025-04-27 10:29:59.999000+08:00,212544646.98680,47404,1211.439,114166152.04760,0,46.63291030538676,53.8701564422852,-7.237246136898442
2025-04-27 10:30:00+08:00,94287.80,94393.30,94117.60,94290.00,942.145,2025-04-27 10:59:59.999000+08:00,88801530.66440,24593,455.011,42887703.54360,0,29.635812135631568,49.023287580954474,-19.387475445322906
2025-04-27 11:00:00+08:00,94290.00,94415.90,94100.00,94162.70,968.427,2025-04-27 11:29:59.999000+08:00,91296013.13120,22848,497.979,46946835.04110,0,5.826281522458885,40.38388636925536,-34.55760484679647
2025-04-27 11:30:00+08:00,94162.80,94250.00,94088.80,94121.70,993.155,2025-04-27 11:59:59.999000+08:00,93526307.87620,31113,505.826,47635596.88880,0,-16.164960770169273,29.07411694137043,-45.23907771153971
2025-04-27 12:00:00+08:00,94121.60,94250.00,94078.80,94173.40,749.955,2025-04-27 12:29:59.999000+08:00,70633062.29150,22018,450.954,42471435.73980,0,-29.086133953620447,17.442066762372253,-46.528200715992696
2025-04-27 12:30:00+08:00,94173.50,94176.60,93954.20,93967.80,1637.433,2025-04-27 12:59:59.999000+08:00,153999269.92530,28404,733.761,69014061.24480,0,-55.27923392409866,2.8978066250780703,-58.17704054917673
2025-04-27 13:00:00+08:00,93967.70,94127.50,93606.40,93746.80,3250.702,2025-04-27 13:29:59.999000+08:00,305009385.11190,58313,1364.218,128031580.74160,0,-92.80056029499974,-16.24186675893749,-76.55869353606225
2025-04-27 13:30:00+08:00,93746.80,93978.50,93586.70,93869.90,2428.939,2025-04-27 13:59:59.999000+08:00,227905561.05500,41580,1287.660,120833301.85360,0,-111.32011160787079,-35.25751572872415,-76.06259587914664
2025-04-27 14:00:00+08:00,93870.00,94057.50,93850.00,93968.20,1226.215,2025-04-27 14:29:59.999000+08:00,115221599.07960,24709,641.510,60282619.86880,0,-116.71953088026203,-51.549918759031726,-65.1696121212303
2025-04-27 14:30:00+08:00,93968.20,93988.00,93827.30,93979.90,950.061,2025-04-27 14:59:59.999000+08:00,89215808.07550,20583,440.224,41341852.74070,0,-118.68637468761881,-64.97720994474915,-53.70916474286966
2025-04-27 15:00:00+08:00,93980.00,94083.00,93886.00,94054.50,1084.024,2025-04-27 15:29:59.999000+08:00,101905455.49900,24811,579.539,54485358.78610,0,-112.92380075108667,-74.56652810601665,-38.357272645070026
2025-04-27 15:30:00+08:00,94054.50,94100.00,93964.00,94027.60,892.986,2025-04-27 15:59:59.999000+08:00,83975369.53890,19863,512.756,48221780.50150,0,-109.26795164695068,-81.50681281420346,-27.76113883274722
2025-04-27 16:00:00+08:00,94027.70,94224.70,93974.00,94167.00,1461.298,2025-04-27 16:29:59.999000+08:00,137521902.22850,27308,840.960,79148105.33110,0,-94.03823566340725,-84.01309738404422,-10.025138279363034
2025-04-27 16:30:00+08:00,94167.00,94295.40,94100.00,94165.20,1484.276,2025-04-27 16:59:59.999000+08:00,139805687.28400,28380,687.997,64806493.01890,0,-81.17805093940115,-83.4460880951156,2.2680371557144525
2025-04-27 17:00:00+08:00,94165.30,94169.00,94068.00,94076.50,1067.701,2025-04-27 17:29:59.999000+08:00,100488324.70660,18955,480.186,45192537.41280,0,-77.25308511927142,-82.20748749994677,4.954402380675347
2025-04-27 17:30:00+08:00,94076.50,94189.50,94068.20,94113.30,873.414,2025-04-27 17:59:59.999000+08:00,82203547.50410,16444,390.738,36774251.88160,0,-70.36197987422929,-79.83838597480327,9.476406100573982
2025-04-27 18:00:00+08:00,94113.30,94143.90,93973.30,93980.90,955.029,2025-04-27 18:29:59.999000+08:00,89830956.97770,18688,435.053,40924747.02170,0,-74.72294323069218,-78.81529742598106,4.092354195288877
2025-04-27 18:30:00+08:00,93980.90,94014.80,93895.00,94009.50,1129.802,2025-04-27 18:59:59.999000+08:00,106163559.54860,22418,581.692,54661972.11830,0,-75.0066274190176,-78.05356342458836,3.046936005570757
2025-04-27 19:00:00+08:00,94009.50,94041.30,93840.00,93916.60,1240.926,2025-04-27 19:29:59.999000+08:00,116538860.83110,23146,480.421,45126105.89420,0,-81.78493694070494,-78.79983812781168,-2.9850988128932556
2025-04-27 19:30:00+08:00,93916.60,94010.50,93861.40,93871.10,995.956,2025-04-27 19:59:59.999000+08:00,93555554.74530,20310,509.470,47858553.84300,0,-89.79318586007867,-80.99850767426508,-8.79467818581358
2025-04-27 20:00:00+08:00,93871.10,93880.40,93734.00,93736.40,1848.445,2025-04-27 20:29:59.999000+08:00,173383640.98410,27967,881.415,82678695.67040,0,-105.7894699324097,-85.956700125894,-19.8327698065157
